customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,late_payments,complaints_last_6_months,products_used,avg_session_minutes,auto_pay,senior_citizen,churn
CUST-01243,70,96.91,6676.79,Month-to-month,No internet,Credit card,1,0,2,1,28.0,No,No,0
CUST-01244,36,61.7,2103.2,Month-to-month,DSL,Electronic check,2,1,0,4,30.4,No,No,0
CUST-01245,64,34.47,2225.77,Two year,Fiber optic,Credit card,0,0,0,2,50.4,Yes,No,0
CUST-01246,71,32.83,2306.7,Month-to-month,DSL,Credit card,6,1,0,2,34.2,Yes,No,0
CUST-01247,62,47.29,3054.78,Two year,Fiber optic,Credit card,3,1,0,5,42.7,Yes,No,0
CUST-01248,34,46.11,1694.59,Month-to-month,Fiber optic,Mailed check,1,1,0,3,39.8,No,No,0
CUST-01249,24,71.6,1572.68,Two year,Fiber optic,Bank transfer,2,1,0,4,38.0,No,No,0
CUST-01250,71,48.84,3376.97,Month-to-month,No internet,Electronic check,0,0,1,4,39.6,No,No,0
CUST-01251,18,59.54,966.67,Month-to-month,DSL,Electronic check,1,0,1,3,53.4,No,Yes,0
CUST-01252,30,57.97,1833.24,One year,Fiber optic,Bank transfer,1,0,0,3,23.4,No,Yes,0
CUST-01253,6,65.31,443.26,Month-to-month,Fiber optic,Credit card,2,0,0,5,35.8,Yes,No,0
CUST-01254,58,104.1,5993.22,Two year,DSL,Bank transfer,1,0,1,5,19.8,Yes,No,0
CUST-01255,47,89.56,4235.29,Month-to-month,No internet,Electronic check,1,1,1,1,41.4,No,No,1
CUST-01256,7,75.35,392.3,Month-to-month,Fiber optic,Electronic check,1,0,1,3,35.1,Yes,Yes,0
CUST-01257,16,64.86,948.65,Month-to-month,Fiber optic,Credit card,2,0,0,4,54.0,No,No,0
CUST-01258,40,65.47,2462.8,One year,No internet,Bank transfer,1,1,1,4,37.9,No,No,0
CUST-01259,39,82.21,3223.65,Month-to-month,No internet,Mailed check,3,0,1,3,31.3,Yes,No,0
CUST-01260,58,87.85,5112.3,Month-to-month,No internet,Bank transfer,1,1,0,4,34.3,No,No,0
CUST-01261,20,55.03,982.48,Month-to-month,Fiber optic,Credit card,3,0,1,3,63.9,No,No,1
CUST-01262,67,75.8,5129.15,Month-to-month,Fiber optic,Bank transfer,1,1,2,1,14.4,No,No,1
CUST-01263,33,30.3,1126.75,Month-to-month,Fiber optic,Electronic check,3,0,1,2,28.6,No,No,1
CUST-01264,60,79.66,4655.94,Two year,Fiber optic,Credit card,1,0,0,1,38.5,Yes,No,0
CUST-01265,18,91.77,1612.7,Month-to-month,No internet,Mailed check,0,0,0,4,28.5,No,No,0
CUST-01266,3,68.84,268.15,One year,Fiber optic,Credit card,0,1,0,5,45.4,Yes,No,0
CUST-01267,4,114.96,459.08,Month-to-month,DSL,Mailed check,0,1,0,2,37.2,Yes,No,0
CUST-01268,27,55.61,1336.83,Month-to-month,No internet,Electronic check,0,0,1,4,41.8,Yes,No,0
CUST-01269,69,79.78,5451.93,Month-to-month,No internet,Electronic check,1,0,1,5,39.8,No,No,0
CUST-01270,4,74.21,239.96,Month-to-month,DSL,Credit card,1,1,2,2,36.5,No,No,1
CUST-01271,27,72.79,1944.88,Month-to-month,No internet,Mailed check,4,0,0,5,18.6,Yes,No,0
CUST-01272,8,72.48,564.5,Month-to-month,Fiber optic,Electronic check,2,1,1,1,40.6,No,No,1
CUST-01273,68,77.36,5448.4,Month-to-month,Fiber optic,Bank transfer,1,0,1,4,11.5,No,No,0
CUST-01274,49,93.66,4564.32,Two year,Fiber optic,Electronic check,0,0,0,1,27.9,No,No,0
CUST-01275,55,105.31,5585.88,Month-to-month,No internet,Bank transfer,1,0,1,4,45.3,Yes,No,0
CUST-01276,52,74.95,3908.34,Month-to-month,No internet,Credit card,1,1,0,1,55.8,Yes,Yes,0
CUST-01277,48,92.94,4670.85,Month-to-month,Fiber optic,Electronic check,0,0,0,5,73.2,Yes,No,0
CUST-01278,56,59.56,3315.31,Month-to-month,Fiber optic,Bank transfer,1,1,0,2,31.6,No,Yes,0
CUST-01279,1,91.85,39.28,One year,Fiber optic,Bank transfer,1,1,2,2,25.0,Yes,No,1
CUST-01280,63,58.24,3632.51,Month-to-month,Fiber optic,Credit card,0,0,1,3,45.8,Yes,No,0
CUST-01281,54,98.99,5415.56,One year,DSL,Electronic check,0,0,1,5,66.0,No,No,0
CUST-01282,54,123.63,6638.89,Month-to-month,Fiber optic,Electronic check,1,2,0,1,61.0,Yes,No,1
CUST-01283,29,72.31,1915.12,Month-to-month,DSL,Mailed check,1,0,0,2,22.5,No,No,0
CUST-01284,58,26.76,1471.47,Two year,DSL,Credit card,2,0,2,4,35.9,No,No,0
CUST-01285,28,62.94,1754.56,Month-to-month,Fiber optic,Bank transfer,2,0,0,1,50.8,Yes,No,0
CUST-01286,4,102.1,472.67,One year,Fiber optic,Bank transfer,2,0,1,5,51.8,Yes,No,1
CUST-01287,66,87.17,5683.3,Month-to-month,No internet,Bank transfer,0,2,1,3,46.9,Yes,No,0
CUST-01288,17,80.48,1332.61,Two year,DSL,Electronic check,3,0,2,5,31.3,No,Yes,1
CUST-01289,8,97.19,782.91,Month-to-month,Fiber optic,Credit card,1,0,1,3,46.7,Yes,Yes,0
CUST-01290,45,85.66,3761.41,Month-to-month,Fiber optic,Bank transfer,1,0,0,5,51.9,Yes,No,0
CUST-01291,17,101.79,1719.42,One year,No internet,Electronic check,2,0,0,2,24.0,Yes,No,0
CUST-01292,62,95.23,5960.33,Month-to-month,DSL,Electronic check,0,1,1,3,58.0,Yes,No,0
CUST-01293,32,108.48,3328.98,Month-to-month,DSL,Credit card,1,0,0,2,52.9,No,No,0
CUST-01294,1,82.89,119.66,Two year,DSL,Bank transfer,1,0,1,3,26.9,Yes,No,0
CUST-01295,69,94.92,6418.64,One year,No internet,Bank transfer,1,0,1,2,51.9,No,No,0
CUST-01296,38,68.24,2464.69,One year,Fiber optic,Electronic check,1,2,0,3,50.2,No,Yes,0
CUST-01297,19,61.77,1094.09,One year,DSL,Mailed check,1,1,1,5,50.8,No,No,0
CUST-01298,49,112.55,5678.8,Two year,Fiber optic,Electronic check,2,1,0,1,61.6,No,Yes,0
CUST-01299,39,79.76,2904.82,Two year,DSL,Electronic check,2,0,2,4,37.8,Yes,No,0
CUST-01300,3,92.71,222.46,One year,No internet,Mailed check,4,0,2,5,43.0,Yes,No,0
CUST-01301,55,77.72,4271.43,Month-to-month,No internet,Bank transfer,1,1,0,1,3.0,Yes,Yes,1
CUST-01302,29,62.1,1940.96,Month-to-month,DSL,Mailed check,1,0,0,4,54.7,Yes,No,0
CUST-01303,51,75.24,4070.99,One year,DSL,Bank transfer,2,3,1,3,53.3,No,No,0
CUST-01304,65,106.59,6877.71,Two year,No internet,Credit card,2,0,0,4,58.3,Yes,No,0
CUST-01305,44,87.22,3902.4,Month-to-month,No internet,Electronic check,2,1,0,2,23.9,Yes,No,1
CUST-01306,49,37.35,1818.8,Month-to-month,DSL,Electronic check,2,0,1,2,52.4,No,No,0
CUST-01307,19,70.26,1322.82,Month-to-month,Fiber optic,Mailed check,2,1,0,2,53.3,No,No,0
CUST-01308,18,114.21,2088.57,Month-to-month,Fiber optic,Bank transfer,2,0,0,1,28.2,No,No,1
CUST-01309,30,70.3,1918.74,Two year,No internet,Electronic check,3,1,0,3,53.8,Yes,No,0
CUST-01310,62,35.39,2188.43,Month-to-month,DSL,Electronic check,3,1,0,5,44.9,Yes,No,0
CUST-01311,38,116.65,4486.79,One year,DSL,Electronic check,1,0,1,4,12.5,Yes,No,0
CUST-01312,26,90.01,2237.09,One year,DSL,Electronic check,3,0,0,1,46.8,No,No,1
CUST-01313,57,73.46,4242.11,Two year,Fiber optic,Bank transfer,0,0,1,3,26.5,No,No,0
CUST-01314,62,66.83,3936.05,Month-to-month,Fiber optic,Electronic check,2,0,1,1,12.9,No,No,1
CUST-01315,65,98.81,6433.88,Two year,DSL,Credit card,1,2,3,1,43.5,Yes,Yes,0
CUST-01316,22,63.08,1548.82,One year,Fiber optic,Mailed check,2,0,0,4,37.0,No,No,1
CUST-01317,52,100.26,5187.29,One year,DSL,Credit card,2,1,1,2,59.1,Yes,No,0
CUST-01318,43,86.93,3620.61,Month-to-month,DSL,Credit card,1,0,0,4,40.7,Yes,No,0
CUST-01319,33,80.38,2481.52,Month-to-month,DSL,Electronic check,0,0,0,1,49.7,No,No,0
CUST-01320,29,78.2,2314.66,One year,Fiber optic,Electronic check,1,0,0,1,45.6,Yes,Yes,0
CUST-01321,9,71.15,751.71,Month-to-month,DSL,Electronic check,2,0,0,4,53.3,Yes,No,0
CUST-01322,20,98.0,1953.27,Month-to-month,Fiber optic,Electronic check,5,0,0,2,24.7,Yes,No,1
CUST-01323,40,55.96,2182.76,One year,Fiber optic,Electronic check,1,1,1,1,41.0,Yes,No,0
CUST-01324,64,39.32,2284.77,One year,Fiber optic,Electronic check,2,0,0,4,35.9,Yes,No,0
CUST-01325,63,88.52,5591.64,Month-to-month,Fiber optic,Electronic check,3,0,0,4,47.8,No,No,0
CUST-01326,14,88.89,1161.75,Month-to-month,No internet,Electronic check,2,0,1,5,41.8,Yes,No,1
CUST-01327,49,85.57,4117.12,Month-to-month,No internet,Mailed check,0,1,1,3,28.8,No,No,0
CUST-01328,7,83.97,781.76,Two year,Fiber optic,Electronic check,2,1,1,3,32.9,No,No,0
CUST-01329,49,67.95,3113.36,Two year,DSL,Credit card,0,0,1,4,62.7,No,No,0
CUST-01330,25,92.32,2107.87,Month-to-month,DSL,Bank transfer,1,0,0,4,12.6,No,No,1
CUST-01331,33,74.0,2469.76,Month-to-month,DSL,Electronic check,3,0,0,4,48.6,No,No,0
CUST-01332,52,64.28,3296.32,Month-to-month,No internet,Credit card,1,0,1,2,56.6,Yes,Yes,0
CUST-01333,31,68.14,2050.08,Month-to-month,DSL,Bank transfer,4,0,0,5,46.7,No,No,0
CUST-01334,59,119.45,7080.27,Two year,Fiber optic,Credit card,1,0,1,4,67.6,Yes,No,0
CUST-01335,39,36.83,1467.08,Month-to-month,Fiber optic,Electronic check,2,0,0,5,52.1,Yes,No,0
CUST-01336,72,86.0,6075.16,Month-to-month,DSL,Bank transfer,1,0,2,3,43.8,No,No,0
CUST-01337,46,38.06,1679.76,Month-to-month,No internet,Bank transfer,0,0,0,3,31.0,Yes,No,0
CUST-01338,22,72.62,1603.59,Month-to-month,DSL,Electronic check,2,0,0,5,44.0,No,No,1
CUST-01339,56,65.46,3685.81,Two year,Fiber optic,Electronic check,1,1,0,4,48.2,No,No,0
CUST-01340,30,29.13,931.89,One year,Fiber optic,Electronic check,0,0,1,4,38.1,No,No,0
CUST-01341,39,83.56,3188.86,One year,No internet,Bank transfer,0,0,0,5,26.9,Yes,No,0
CUST-01342,10,66.64,708.05,Month-to-month,Fiber optic,Electronic check,1,0,0,2,19.9,Yes,No,1
CUST-01343,9,28.82,373.42,Two year,DSL,Electronic check,1,1,0,1,40.8,Yes,No,0
CUST-01344,42,93.47,3931.36,Month-to-month,DSL,Credit card,1,2,0,1,15.8,Yes,No,0
CUST-01345,14,106.57,1479.64,Two year,Fiber optic,Mailed check,0,1,0,3,30.9,Yes,No,0
CUST-01346,72,107.78,7731.89,Two year,Fiber optic,Electronic check,2,1,0,5,3.0,No,Yes,0
CUST-01347,62,82.9,5065.71,Month-to-month,Fiber optic,Electronic check,1,1,0,5,50.5,No,No,0
CUST-01348,51,76.01,3763.95,Two year,Fiber optic,Credit card,2,0,0,1,55.3,No,No,0
CUST-01349,53,104.22,5487.88,Month-to-month,DSL,Bank transfer,1,1,0,1,39.2,Yes,No,0
CUST-01350,43,112.01,4870.53,One year,DSL,Credit card,2,0,0,4,65.5,Yes,No,0
CUST-01351,5,99.94,393.0,Month-to-month,Fiber optic,Bank transfer,0,0,1,2,58.2,No,No,1
CUST-01352,29,54.29,1565.36,Month-to-month,DSL,Electronic check,0,0,0,3,45.2,Yes,No,0
CUST-01353,36,79.43,2836.51,Month-to-month,Fiber optic,Electronic check,4,0,0,1,36.3,Yes,No,1
CUST-01354,66,84.67,5801.56,Month-to-month,Fiber optic,Electronic check,5,0,0,1,32.8,No,Yes,1
CUST-01355,16,35.19,649.77,Month-to-month,DSL,Electronic check,2,0,0,3,46.4,Yes,No,0
CUST-01356,36,85.33,3156.67,Month-to-month,DSL,Credit card,1,1,0,4,35.9,Yes,No,1
CUST-01357,25,125.01,3235.66,One year,DSL,Bank transfer,1,1,0,5,46.2,Yes,No,0
CUST-01358,10,89.08,825.32,Month-to-month,Fiber optic,Electronic check,2,1,2,3,47.3,Yes,No,1
CUST-01359,8,107.42,1024.57,Month-to-month,DSL,Bank transfer,0,1,0,4,34.6,No,No,1
CUST-01360,27,79.02,2152.64,Two year,Fiber optic,Electronic check,1,0,1,5,54.4,Yes,Yes,1
CUST-01361,6,73.39,434.98,Two year,No internet,Credit card,1,2,2,3,34.6,No,No,1
CUST-01362,5,83.39,271.18,Month-to-month,DSL,Electronic check,2,0,0,2,38.3,Yes,No,1
CUST-01363,26,57.05,1435.11,Month-to-month,No internet,Credit card,3,1,0,5,23.3,Yes,No,0
CUST-01364,15,53.8,595.09,One year,Fiber optic,Electronic check,1,0,1,1,33.9,Yes,No,1
CUST-01365,40,102.86,4084.62,One year,Fiber optic,Mailed check,3,1,1,2,70.4,No,No,1
CUST-01366,2,105.19,141.22,Month-to-month,DSL,Mailed check,0,0,2,1,24.5,Yes,No,0
CUST-01367,22,53.2,1122.6,One year,Fiber optic,Bank transfer,2,0,0,4,44.6,No,No,1
CUST-01368,33,96.3,3011.59,Month-to-month,DSL,Bank transfer,2,0,0,2,31.2,No,No,0
CUST-01369,70,73.09,5200.73,Month-to-month,DSL,Electronic check,0,0,1,2,4.8,Yes,No,0
CUST-01370,46,82.48,3865.18,One year,No internet,Credit card,0,1,0,4,46.4,Yes,No,0
CUST-01371,64,85.12,5650.45,One year,Fiber optic,Electronic check,3,2,1,2,29.7,No,Yes,1
CUST-01372,25,96.88,2621.38,Two year,No internet,Bank transfer,2,0,0,2,42.8,No,No,0
CUST-01373,33,76.82,2553.8,Month-to-month,Fiber optic,Electronic check,2,0,1,3,52.8,Yes,No,1
CUST-01374,31,106.02,3409.43,Month-to-month,Fiber optic,Electronic check,1,1,1,1,41.5,No,No,0
CUST-01375,64,81.81,5267.2,Month-to-month,DSL,Bank transfer,1,0,1,5,42.9,No,No,0
CUST-01376,70,88.73,6159.82,Month-to-month,Fiber optic,Electronic check,1,0,0,5,25.0,No,Yes,0
CUST-01377,70,56.67,3933.53,Month-to-month,No internet,Bank transfer,1,0,0,4,48.6,Yes,No,0
CUST-01378,55,122.49,6813.62,Month-to-month,No internet,Electronic check,0,1,1,1,35.2,Yes,No,0
CUST-01379,37,85.34,3648.13,Month-to-month,No internet,Bank transfer,1,0,0,3,8.0,Yes,No,0
CUST-01380,39,90.69,3676.93,One year,No internet,Bank transfer,0,0,0,2,50.4,No,No,0
CUST-01381,71,39.62,2842.59,Month-to-month,DSL,Credit card,0,0,0,1,55.0,Yes,No,0
CUST-01382,21,56.9,1252.95,Month-to-month,Fiber optic,Electronic check,0,0,0,5,60.2,No,No,0
CUST-01383,25,102.23,2612.73,One year,No internet,Electronic check,2,3,1,3,70.6,Yes,No,0
CUST-01384,65,81.31,5274.32,Month-to-month,Fiber optic,Electronic check,1,0,0,4,49.6,Yes,No,0
CUST-01385,28,32.9,1011.98,Two year,DSL,Electronic check,1,0,0,4,45.7,Yes,No,0
CUST-01386,17,97.84,1644.62,Month-to-month,DSL,Credit card,1,1,0,2,54.4,No,Yes,1
CUST-01387,41,63.04,2463.26,Month-to-month,DSL,Electronic check,1,1,0,2,24.7,Yes,No,0
CUST-01388,24,106.05,2603.0,Two year,Fiber optic,Electronic check,3,0,1,5,12.9,No,No,1
CUST-01389,65,73.07,4823.39,One year,Fiber optic,Electronic check,2,1,1,5,30.8,No,No,0
CUST-01390,66,79.5,5229.5,One year,Fiber optic,Mailed check,2,1,1,3,57.2,No,No,0
CUST-01391,23,100.94,2358.8,One year,Fiber optic,Electronic check,1,0,1,3,28.1,No,No,0
CUST-01392,39,55.26,2270.45,Month-to-month,Fiber optic,Electronic check,1,2,0,1,45.0,No,Yes,1
CUST-01393,71,53.16,3768.14,One year,Fiber optic,Credit card,0,0,1,2,46.6,No,Yes,0
CUST-01394,54,70.68,3763.08,Two year,Fiber optic,Electronic check,2,0,0,1,41.7,Yes,No,0
CUST-01395,16,93.2,1406.08,Two year,DSL,Mailed check,6,1,0,5,18.8,Yes,No,0
CUST-01396,43,45.72,1935.51,Month-to-month,Fiber optic,Electronic check,1,0,0,5,43.1,No,No,0
CUST-01397,45,38.3,1907.69,Month-to-month,DSL,Bank transfer,0,0,1,1,31.7,Yes,Yes,0
CUST-01398,48,93.12,4445.96,One year,Fiber optic,Credit card,1,0,0,2,63.5,Yes,No,0
CUST-01399,2,61.73,166.59,Month-to-month,DSL,Bank transfer,2,1,0,2,55.1,No,No,0
CUST-01400,22,66.37,1421.2,Month-to-month,Fiber optic,Credit card,1,0,1,5,32.2,No,Yes,1
CUST-01401,62,34.15,2068.07,Month-to-month,DSL,Bank transfer,1,0,1,3,64.5,Yes,Yes,0
CUST-01402,18,60.06,975.56,Month-to-month,DSL,Credit card,0,0,0,1,43.2,No,No,0
CUST-01403,22,74.83,1658.29,Month-to-month,DSL,Credit card,2,0,0,3,12.9,Yes,No,1
CUST-01404,24,95.47,2229.23,Month-to-month,Fiber optic,Bank transfer,1,0,0,1,36.8,Yes,No,0
CUST-01405,13,58.03,907.23,Month-to-month,DSL,Credit card,1,0,2,4,62.5,No,No,0
CUST-01406,12,111.46,1324.62,Month-to-month,Fiber optic,Credit card,2,0,0,5,25.7,Yes,No,0
CUST-01407,25,59.94,1493.16,Two year,Fiber optic,Electronic check,0,0,1,1,37.0,No,Yes,0
CUST-01408,63,59.97,3756.49,Month-to-month,Fiber optic,Electronic check,1,0,1,5,17.6,No,No,0
CUST-01409,1,108.82,153.35,Month-to-month,DSL,Electronic check,0,0,0,4,20.0,Yes,No,1
CUST-01410,21,79.65,1851.56,Month-to-month,Fiber optic,Electronic check,1,0,0,1,25.5,Yes,No,1
CUST-01411,5,62.86,189.53,Month-to-month,DSL,Credit card,0,1,0,2,19.6,No,Yes,0
CUST-01412,41,71.59,2968.53,Two year,Fiber optic,Electronic check,4,0,1,1,28.7,Yes,No,0
CUST-01413,19,104.77,1802.38,Two year,Fiber optic,Credit card,1,1,0,5,64.1,No,No,0
CUST-01414,58,107.26,6367.86,Month-to-month,Fiber optic,Bank transfer,1,0,1,4,37.5,No,No,0
CUST-01415,43,57.03,2439.31,Month-to-month,Fiber optic,Credit card,0,0,0,2,49.8,No,No,0
CUST-01416,57,74.07,4042.6,Month-to-month,DSL,Bank transfer,0,1,1,3,54.4,Yes,No,0
CUST-01417,46,76.98,3387.99,Month-to-month,DSL,Electronic check,1,1,1,2,21.4,Yes,No,0
CUST-01418,32,53.3,1803.27,Month-to-month,DSL,Electronic check,3,3,1,3,25.5,Yes,No,0
CUST-01419,62,73.77,4373.98,Month-to-month,Fiber optic,Bank transfer,0,1,0,4,49.5,Yes,Yes,0
CUST-01420,35,75.12,2662.59,Month-to-month,Fiber optic,Bank transfer,2,0,1,1,28.5,No,No,0
CUST-01421,69,100.08,6854.09,One year,No internet,Bank transfer,1,1,0,4,48.5,No,No,0
CUST-01422,72,101.56,7288.95,Month-to-month,Fiber optic,Bank transfer,1,1,0,5,63.2,No,No,0
CUST-01423,43,67.76,2832.82,Month-to-month,Fiber optic,Bank transfer,0,0,0,5,16.2,No,Yes,0
CUST-01424,49,70.29,3329.87,Month-to-month,No internet,Bank transfer,1,0,0,1,32.6,Yes,No,1
CUST-01425,19,89.61,1644.1,Month-to-month,Fiber optic,Bank transfer,1,0,0,3,35.0,Yes,No,0
CUST-01426,59,62.13,3734.31,Month-to-month,Fiber optic,Bank transfer,2,0,0,2,30.1,Yes,No,1
CUST-01427,49,87.95,4274.44,Month-to-month,Fiber optic,Electronic check,1,0,3,4,28.9,No,No,0
CUST-01428,65,73.07,4800.1,Month-to-month,DSL,Electronic check,1,2,0,2,30.6,No,Yes,0
CUST-01429,20,53.67,1044.33,Month-to-month,Fiber optic,Electronic check,1,0,0,2,37.8,No,No,1
CUST-01430,57,53.95,3148.5,Two year,DSL,Credit card,1,0,0,1,40.5,No,No,0
CUST-01431,34,106.84,3682.35,Two year,Fiber optic,Bank transfer,0,1,0,3,52.3,Yes,No,0
CUST-01432,14,71.56,936.95,Month-to-month,Fiber optic,Electronic check,1,0,1,3,37.6,Yes,Yes,0
CUST-01433,13,111.09,1329.73,Month-to-month,Fiber optic,Electronic check,2,1,0,3,54.8,Yes,No,1
CUST-01434,41,63.7,2726.38,One year,DSL,Bank transfer,3,1,0,2,29.1,Yes,No,0
CUST-01435,24,81.41,1856.23,One year,Fiber optic,Electronic check,2,0,0,4,20.0,Yes,Yes,0
CUST-01436,8,127.64,1081.21,Month-to-month,DSL,Bank transfer,0,0,0,4,33.4,No,No,1
CUST-01437,31,51.74,1607.67,Month-to-month,Fiber optic,Electronic check,0,1,0,1,44.9,Yes,No,0
CUST-01438,48,33.25,1540.43,Month-to-month,Fiber optic,Electronic check,1,1,1,2,50.9,No,No,0
CUST-01439,23,103.3,2427.44,One year,Fiber optic,Credit card,2,1,0,4,59.9,No,No,0
CUST-01440,69,56.81,4084.04,Month-to-month,DSL,Electronic check,0,0,2,1,42.4,Yes,No,0
CUST-01441,57,74.54,4323.84,Month-to-month,Fiber optic,Electronic check,2,1,0,2,49.3,No,No,1
CUST-01442,37,62.11,2313.58,Month-to-month,DSL,Electronic check,0,1,0,5,58.5,No,No,0
CUST-01443,68,80.9,5695.78,Month-to-month,No internet,Electronic check,0,1,1,3,26.3,No,Yes,0
CUST-01444,32,54.09,1529.97,Month-to-month,DSL,Electronic check,2,1,1,3,34.8,Yes,Yes,0
CUST-01445,11,71.04,647.98,One year,DSL,Bank transfer,0,0,1,4,79.6,No,No,1
CUST-01446,3,84.9,198.97,Month-to-month,DSL,Electronic check,0,0,0,2,50.8,Yes,Yes,0
CUST-01447,68,52.82,3762.08,Month-to-month,DSL,Credit card,2,0,0,5,45.7,Yes,Yes,0
CUST-01448,70,59.6,4285.14,Month-to-month,Fiber optic,Electronic check,1,0,0,1,51.4,Yes,No,0
CUST-01449,54,67.36,3431.49,Two year,DSL,Mailed check,2,1,0,3,18.0,No,No,0
CUST-01450,8,43.57,296.19,Month-to-month,No internet,Bank transfer,1,0,0,3,28.3,Yes,No,0
CUST-01451,22,65.7,1286.54,Month-to-month,Fiber optic,Mailed check,2,0,1,2,22.8,No,No,0
CUST-01452,3,77.61,227.98,Month-to-month,No internet,Mailed check,1,2,0,4,44.3,Yes,No,0
CUST-01453,4,66.21,373.06,Two year,DSL,Electronic check,0,1,1,1,32.5,Yes,No,0
CUST-01454,18,69.03,1359.62,One year,Fiber optic,Bank transfer,4,1,0,4,39.4,No,No,0
CUST-01455,42,74.56,3163.68,Two year,No internet,Electronic check,2,0,1,4,33.3,Yes,No,0
CUST-01456,5,60.57,251.85,One year,Fiber optic,Bank transfer,2,0,0,4,13.6,Yes,Yes,0
CUST-01457,71,90.2,6392.75,Month-to-month,Fiber optic,Credit card,3,1,1,2,51.3,Yes,No,0
CUST-01458,33,106.59,3599.46,Month-to-month,Fiber optic,Electronic check,2,0,0,1,11.6,Yes,Yes,0
CUST-01459,19,64.78,1512.5,Month-to-month,DSL,Mailed check,5,0,1,3,27.1,Yes,No,1
CUST-01460,38,85.67,3113.25,One year,Fiber optic,Bank transfer,2,1,0,5,18.3,No,No,0
CUST-01461,57,69.73,4165.27,One year,No internet,Mailed check,0,0,1,4,24.8,No,No,0
CUST-01462,23,83.04,1939.21,Month-to-month,Fiber optic,Electronic check,0,2,0,2,41.0,Yes,No,0
CUST-01463,4,109.45,536.23,Two year,Fiber optic,Electronic check,1,0,0,3,56.5,Yes,No,0
CUST-01464,4,86.19,366.98,Month-to-month,DSL,Electronic check,1,0,0,2,14.6,No,No,1
CUST-01465,62,35.98,2399.26,Month-to-month,Fiber optic,Credit card,5,0,2,4,29.6,Yes,No,0
CUST-01466,9,84.99,804.47,Month-to-month,DSL,Credit card,0,0,0,3,11.8,Yes,Yes,1
CUST-01467,46,102.12,4619.67,Two year,Fiber optic,Electronic check,0,0,0,3,28.9,Yes,No,0
CUST-01468,28,70.12,2017.37,Two year,No internet,Bank transfer,0,0,1,1,39.1,No,No,0
CUST-01469,56,96.9,5561.61,Month-to-month,DSL,Electronic check,1,0,1,4,49.5,No,No,0
CUST-01470,5,59.82,299.13,Two year,Fiber optic,Bank transfer,2,0,0,3,6.2,Yes,No,0
CUST-01471,65,42.32,2501.91,Two year,Fiber optic,Bank transfer,6,0,2,1,46.3,Yes,No,1
CUST-01472,51,78.11,3969.82,Two year,Fiber optic,Credit card,0,1,0,1,23.4,No,No,0
CUST-01473,33,36.36,1211.65,Two year,No internet,Electronic check,1,1,2,4,19.8,Yes,No,0
CUST-01474,15,69.73,1040.56,Month-to-month,DSL,Electronic check,0,0,2,4,39.0,Yes,No,0
CUST-01475,71,103.31,7275.55,One year,Fiber optic,Electronic check,0,0,0,3,47.4,No,No,0
CUST-01476,22,32.99,884.54,One year,Fiber optic,Bank transfer,0,0,0,4,36.5,Yes,Yes,0
CUST-01477,36,46.85,1401.84,One year,No internet,Credit card,0,1,1,4,21.6,Yes,No,0
CUST-01478,29,52.3,1527.98,Month-to-month,Fiber optic,Electronic check,0,0,0,4,36.5,No,Yes,0
CUST-01479,17,73.61,1264.33,One year,DSL,Mailed check,2,0,1,2,27.1,No,Yes,0
CUST-01480,30,66.95,2259.88,Two year,DSL,Bank transfer,1,0,1,3,47.1,Yes,No,0
CUST-01481,11,105.78,1161.85,Month-to-month,Fiber optic,Bank transfer,1,0,1,5,54.1,Yes,No,0
CUST-01482,1,96.0,149.48,Two year,DSL,Credit card,1,0,0,2,53.2,Yes,No,0
CUST-01483,21,85.9,1818.9,Month-to-month,Fiber optic,Mailed check,4,0,0,4,37.7,Yes,No,0
CUST-01484,9,78.2,715.13,Month-to-month,Fiber optic,Electronic check,1,0,0,5,54.8,Yes,No,0
CUST-01485,30,83.65,2721.06,Month-to-month,No internet,Electronic check,0,1,2,3,22.7,Yes,No,1
CUST-01486,63,56.04,3397.12,One year,DSL,Bank transfer,3,1,0,3,64.7,Yes,No,0
CUST-01487,12,93.86,1046.26,One year,DSL,Bank transfer,0,0,1,1,22.6,Yes,No,1
CUST-01488,1,50.54,141.04,Month-to-month,DSL,Credit card,1,1,1,3,7.5,Yes,Yes,0
CUST-01489,8,93.38,777.86,One year,Fiber optic,Electronic check,1,0,0,1,58.5,No,No,1
CUST-01490,37,101.1,3706.71,Month-to-month,DSL,Electronic check,0,2,0,1,27.3,No,No,0
CUST-01491,20,79.64,1584.33,Month-to-month,DSL,Bank transfer,0,0,0,3,39.8,No,No,0
CUST-01492,36,71.12,2669.99,Two year,Fiber optic,Bank transfer,1,2,2,2,22.5,No,No,0
CUST-01493,3,83.81,309.64,One year,Fiber optic,Electronic check,2,0,1,2,73.5,No,No,0
CUST-01494,24,20.0,394.44,One year,DSL,Electronic check,1,1,1,2,65.3,Yes,No,0
CUST-01495,30,81.65,2478.03,One year,DSL,Bank transfer,0,1,1,3,61.2,No,No,0
CUST-01496,32,72.51,2314.34,Two year,Fiber optic,Bank transfer,1,1,0,4,39.3,Yes,No,1
CUST-01497,40,73.89,3012.05,Month-to-month,No internet,Credit card,4,0,0,3,52.7,No,No,1
CUST-01498,57,90.54,5122.25,Month-to-month,Fiber optic,Credit card,1,0,0,5,37.2,No,No,0
